tf_target	interaction
E2F4_MAPRE1	0.8879224928591418
E2F4_SH2B1	0.887923095677128
MEF2A_SELENOH	0.8879233547692676
MAX_ACLY	0.887923414283071
BHLHE40_CCND2	0.8879238308267958
TBX5_FN1	0.8879247630667029
ZBTB16_RPL10	0.8879252924657727
MEF2A_TBC1D22A	0.8879257319940334
MAX_PET100	0.8879258526002003
TEAD2_CENPB	0.8879258625245551
MAZ_JPH2	0.887926744426901
MAFG_CTSZ	0.8879271289738597
YY1_PRRC2B	0.8879279625954454
USF2_COQ10A	0.887928399963562
GATA4_ARHGAP5	0.8879285360512276
PBX3_BMP4	0.8879287057689362
KLF6_TADA2B	0.8879289644848807
ETS2_SEPT11	0.8879300071921574
KLF2_RBM3	0.8879300625738304
MAFG_PHB2	0.8879301895974272
SMAD1_TMEM204	0.8879303013910502
NR2F2_KLC1	0.8879309118836701
NFYC_DYNLL1	0.8879311152631872
USF2_SLC39A14	0.8879312048881745
TFDP1_SNCG	0.8879319499555502
GATA4_SURF4	0.8879327658135069
ATF3_SCD	0.8879330511182696
SMAD3_CDH2	0.8879335491199454
ELF2_TCAP	0.8879342105547885
TFDP1_NDUFA8	0.8879346567172108
STAT4_WDR1	0.8879350983969438
SMAD3_CNN1	0.8879351435543332
ERF_BRD2	0.8879354186247881
ZBED1_FBXO32	0.8879358813724788
XBP1_GYPC	0.8879369170678614
ETS2_FXR2	0.8879372617149881
NFIC_TUBA4A	0.8879375052171383
ZNF76_MAZ	0.8879378166604845
CUX1_IRF1	0.8879378205888391
EGR1_METAP1	0.8879382908603892
E2F4_RHOF	0.8879390773645974
ZFX_PPP2CA	0.8879395092543043
XBP1_ACTA1	0.8879398634849205
HSF1_UBE2D3	0.8879401756146716
XBP1_TAX1BP3	0.8879405227266773
NR4A1_POLR2G	0.8879408288913408
STAT5B_KANK2	0.8879416325123042
ZBED1_PRDX6	0.8879416674143852
KLF13_CA4	0.8879418525523625
PBX1_SEMA3C	0.8879419060333124
PBX1_MTURN	0.887942896661843
THRB_ST6GALNAC6	0.8879428999621216
MAX_CHPF2	0.8879443334629045
MEF2C_TSPYL1	0.887945107162981
ZBED1_LDHD	0.8879456966343358
NR2F2_COPS6	0.887946151433307
ZNF146_EGLN2	0.8879466055161074
MEF2A_SLC35F5	0.8879471273062761
THRB_FBLN2	0.8879474997429623
HEY1_ILF3	0.8879475312454458
SP2_CAMK2D	0.8879484211018613
NKX2-5_MTHFR	0.8879484607212931
NFYB_WDR1	0.8879489413620627
NKX2-5_AP1M1	0.8879490839134784
ATF1_KANK2	0.8879490883718233
TFDP1_ZNF706	0.8879491029285767
TCFL5_RPS5	0.8879494812315929
KLF9_BCL7C	0.8879495376638541
FOXN3_LGMN	0.8879500867124397
E2F4_JADE2	0.887951336347425
NR2C2_ENG	0.8879514319529582
PBX1_IQGAP1	0.8879519062532759
AHR_RPL27A	0.8879522285859072
SP2_MGST2	0.8879523542994341
TBX5_KRT8	0.8879542626407508
ERG_COX14	0.8879543394485396
CUX1_PPP1R14A	0.8879546370785185
SP3_SYNCRIP	0.887954658077112
ERG_DNAJB2	0.8879548706495604
MEF2C_TOMM40L	0.8879550090576244
EGR1_MAPK11	0.8879551678787341
HEY1_LMCD1	0.887955504795836
AHR_BAG3	0.8879558039503801
MEF2D_ISY1	0.8879568741943256
THRA_VOPP1	0.8879568776271676
STAT1_TPPP3	0.8879571471946117
MAX_MPND	0.8879571764934937
MEIS2_CKM	0.8879572240041091
ZNF76_YWHAZ	0.8879574083407722
ATF2_VAMP5	0.8879579477660766
GATA4_SUPT4H1	0.8879581728786775
KLF7_AAMP	0.8879582146032865
NKX2-5_MYLK3	0.8879584448551485
HSF2_DCAF8	0.8879584452106447
MAX_TMEM167B	0.8879585315974436
NFKB1_GATA4	0.887958938811166
THRB_CAPNS1	0.8879593634451832
ATF3_HMGB1	0.887959418061877
KLF2_TP53I13	0.8879600226073789
FOXN3_SLC25A23	0.8879603384483027
ZBED1_TMEM141	0.8879605448718715
TEAD2_CREG1	0.8879607896010516
ZNF24_SLMAP	0.8879609538363915
KLF13_RASL12	0.8879615732131068
STAT1_RPL17	0.8879623686583962
TFDP1_NRAP	0.8879630070965261
KLF2_YWHAH	0.887963253433917
GATA4_SMARCD2	0.8879633122062699
MEIS2_NDUFS2	0.8879643315103876
SP100_ANKRD1	0.8879647206772024
NKX2-5_NFIC	0.8879649147493681
NFIX_KIAA0319L	0.8879650560892801
GATA6_LDHA	0.8879652191979452
KLF6_AUP1	0.8879656569041979
CUX1_GRPEL1	0.8879658322515154
ERF_NDUFB9	0.8879659144842784
PBX3_CASKIN2	0.887966110453229
HSF2_FOXO3	0.8879664988719903
TFDP1_MSRB3	0.8879665875566765
ERF_YWHAH	0.8879669571477087
ZNF146_SLC25A3	0.8879673450601554
PPARA_RPL22	0.8879675738155945
FOXK2_UBL5	0.8879676010161445
TFDP1_GSTO1	0.8879679612534772
MAX_TGFB1I1	0.8879684309956462
NR2F2_ABLIM3	0.8879685982012798
YY1_SLC25A23	0.8879690790604644
NR2F2_TXN2	0.8879690860027076
MEF2D_SACM1L	0.8879692109504527
THRA_SPAG9	0.8879693253771502
IRF1_CD63	0.8879695826166337
PBX1_PLEKHA5	0.8879701670692983
BHLHE40_CLTB	0.8879702569997514
NR4A2_ACADVL	0.8879703451869866
E2F6_PRKACA	0.8879705149193813
NR4A1_PSMA2	0.8879707393129729
RARA_AK1	0.8879707435629336
HEY1_VEZF1	0.8879710498346136
FOS_WNK1	0.8879725980277032
NFIB_EIF1	0.8879728767648645
MEF2A_SUGP2	0.8879730150550957
THRB_HNRNPF	0.887973189818781
SP1_NECAB3	0.8879736840599228
NKX2-5_CIART	0.8879740058967225
HEY1_MRPL55	0.8879740636947646
NR4A1_AK4	0.8879751338651994
SP3_TMEM9	0.887975159844083
STAT1_KIF13A	0.8879756684502956
CREB3L2_DKK3	0.8879761409307315
NFIA_ZFP36	0.8879761769800787
KLF6_LAMP1	0.887976586617105
NKX2-5_PPIL1	0.8879767646919388
CUX1_EXOC3	0.8879774467663104
E2F4_HDAC7	0.8879779079310892
TEAD2_CNDP2	0.8879785101594849
MEF2A_PNN	0.8879791163952042
MYC_RPL24	0.887979327775001
EGR1_PLCL1	0.8879795987005343
NR4A1_ST13	0.8879800886375825
FOXK2_SLC38A2	0.8879801217046585
TEAD2_ALYREF	0.8879801517012861
FOXK2_ASS1	0.8879804495511312
CUX1_PCDH7	0.8879807050532484
EGR1_SIAH2	0.88798142455612
CUX1_ECM1	0.8879815311908137
PBX3_PLAT	0.887982720635273
KLF6_COTL1	0.887982887276965
MEF2A_PATJ	0.8879830956023564
THRB_ID1	0.8879841111366867
STAT3_INPPL1	0.8879851104533748
ESRRA_LRRFIP1	0.8879859301459575
GATA4_AGT	0.8879870527930026
BHLHE40_MICAL2	0.8879876817007322
CREB3L2_PEA15	0.8879876855330925
KLF3_FAM50A	0.8879882201370466
ZNF274_SREBF2	0.8879883410532441
HSF2_UTP11	0.8879886992381055
TBX5_FAM89B	0.8879898459107352
CUX1_NAA20	0.8879899160263984
TEF_SRSF3	0.8879902396789598
NFE2L1_FABP5	0.8879910694528004
ESRRA_NR1D1	0.8879914430964638
KLF2_SKP1	0.8879915857142051
ZNF274_RALY	0.887991960862514
GATA4_ZNF532	0.8879922795923217
RARA_RPL18	0.8879922919345173
MEF2A_KRBA1	0.8879927471918081
GATA4_CIPC	0.8879928397558173
GATA6_VPS51	0.8879937908077754
XBP1_ECE1	0.8879943861141326
HSF2_PPFIBP1	0.8879944319040621
NKX2-5_TMCO1	0.8879945255313738
HSF1_TSC22D1	0.88799487313202
PBX3_CLASP2	0.8879949360879409
ERF_SLC38A1	0.8879957046053275
MAZ_FITM1	0.8879958334847502
ATF3_FGF1	0.8879958929099012
THRB_GYS1	0.8879965444573897
MEF2D_UROS	0.8879966665681894
NFYC_CSRP3	0.8879967774901958
SP3_NUAK1	0.887996860949823
MEF2D_PSME3	0.8879968697744782
ERF_HSPD1	0.887996874705036
MEF2D_LAMP2	0.8879976271357396
AHR_TRPT1	0.8879977761653602
TFCP2_PTPA	0.8879978965315573
ATF7_MDH1	0.8879979758715475
MEF2D_SIPA1	0.8879981903056243
GATA4_ANP32E	0.8879988227435386
ZNF146_LMOD2	0.8879990672628401
HIVEP2_OST4	0.8879993513789907
HEY1_DDOST	0.8879995706495901
FLI1_RPS15	0.8879996920855298
PBX2_EPAS1	0.887999746860228
KLF9_TNK2	0.8880001744929303
STAT5B_RPS15	0.8880001827333048
HSF1_TEX264	0.8880012289776205
HSF2_HEBP1	0.8880014931499299
NFIB_ZYX	0.8880016231882533
KLF6_BECN1	0.8880017188677557
ZBTB16_HSPB1	0.8880017994937819
ZNF274_MGP	0.8880021693100904
YY1_WDR82	0.8880032334875477
MEF2D_BEX4	0.8880039343001859
FOXK2_MYOM1	0.8880043442045602
MEF2C_GEM	0.8880050129053858
SRF_STARD7	0.8880050178862864
TEAD2_EHD1	0.8880051080490546
HEY1_FXYD5	0.8880054482607275
XBP1_RHOQ	0.8880054927722143
NFKB1_MYO1C	0.8880057301284984
NFYB_TNS2	0.8880058750612103
ZBTB16_RPL18A	0.8880063081414346
FOXJ3_HIST1H1C	0.8880065866238361
SP2_PRRC2B	0.8880067502208979
NKX2-5_ANAPC15	0.8880067831070839
ERF_TCF25	0.8880069135554431
GATA4_NAP1L4	0.8880069704651811
HSF2_UQCRB	0.8880071556980847
MEF2C_PPP1R13B	0.8880075952568656
ETS2_GET4	0.888007602864286
SRF_PRRC2B	0.8880079424671596
STAT3_CRY2	0.8880080477431724
TEF_NDST1	0.8880082236767255
TEAD2_USE1	0.8880084113487431
KLF6_TMEM184B	0.8880088977005282
XBP1_CLUH	0.8880092681289795
EGR1_RAB11FIP1	0.8880102024843355
PBX1_ACADM	0.8880102417745508
THRA_GRPEL1	0.8880109461312589
KLF7_C11orf58	0.8880111025103904
ZBED1_ZMIZ1	0.888011286936439
MEF2A_TRAM1	0.8880116339669957
HEY1_TRAPPC2L	0.8880116701701665
TBX5_B4GAT1	0.8880116826132727
TCFL5_ARL6IP4	0.8880118459065272
PBX3_FUBP1	0.8880120730176347
TBX5_HNRNPM	0.888012428153897
SIX5_PERM1	0.8880124408104404
GATA4_ELF1	0.888012810385819
NFYC_TMEM205	0.8880132506412264
ZBTB16_CTSD	0.8880138652932602
NKX2-5_MRPL18	0.888014363147242
TFDP1_RPS4X	0.888014455185975
ELF1_TNNT1	0.8880150674063455
STAT3_NCOR2	0.8880152218536025
STAT3_PIK3R1	0.8880152808029285
SP3_MADD	0.8880161639173114
AHR_NPC2	0.8880163820704738
ZBED1_MLX	0.8880167259144077
KLF13_MAP4	0.8880176006464894
NFIX_SYPL1	0.8880179613509805
PBX3_GLRX2	0.8880180040716846
E2F4_GSTK1	0.8880180407102227
AHR_SLC25A3	0.8880181632790299
SIX5_COPZ2	0.888018794319057
THRA_COX7A2	0.8880189935177972
ZNF24_FAM120AOS	0.8880193966580348
SP1_NDST1	0.8880194012083262
NFKB1_MRPL24	0.8880196075139634
MEF2D_GCDH	0.8880205520441139
SRF_TNFAIP2	0.888021525531512
EGR1_ACTN2	0.8880225111397715
ERG_CDC34	0.88802332214171
ELF1_SEPT5	0.8880235020975114
EGR1_PPP1R12A	0.8880237583404627
KLF9_TKT	0.8880240411061363
PBX2_DAPK3	0.8880241425603074
MAX_MPDU1	0.8880249913056906
SIX5_NELFB	0.8880252822388461
NFIC_PLD3	0.8880254244855358
SMAD1_TSC22D3	0.8880256191805718
USF1_AKT1	0.8880256219184683
STAT4_RPLP1	0.8880257689613812
SP3_TSPYL2	0.8880259767302063
MEF2D_GIGYF1	0.8880266091159029
FOS_STOML2	0.8880268456486733
ZBED1_NR1H2	0.8880268736996165
ATF7_TADA3	0.8880279433765017
NR4A2_CRYAB	0.8880280157448694
XBP1_MGAT4B	0.8880281926670043
PPARA_CD74	0.8880284887247357
SMAD1_PTPRM	0.8880285503661398
ZNF24_RABGAP1L	0.8880289149657252
STAT1_AMD1	0.8880289734912127
HSF1_UBE2N	0.8880294358535856
NKX2-5_JMJD6	0.8880294540958359
SMAD1_TMED2	0.8880298199633554
MAX_LPP	0.888030107187971
STAT3_CPEB4	0.8880303128978256
NFIX_CS	0.8880306493829915
PBX1_DLG1	0.888030904314365
SP1_GTF3A	0.8880309786491736
KLF13_HIST2H2BE	0.8880312865994955
HEY1_KAT8	0.8880319625171813
E2F6_FKBP2	0.8880325704065368
FOXK2_NTMT1	0.8880331139906209
TBX5_SMIM4	0.8880331936394736
KLF13_TIMM17B	0.888034139862161
TFDP1_MAT2B	0.8880342793962679
IRF1_CRIP2	0.8880346786902117
KLF3_LSMEM2	0.8880347105845605
ETS2_EIF3H	0.8880356947154064
BHLHE40_SNRPD2	0.8880358093699305
E2F6_DUSP1	0.8880364210791294
MEF2A_RHOBTB3	0.888036441258418
NFYC_PDLIM7	0.8880368596357241
MEF2D_ACTR2	0.888037213554251
MEF2A_PIP5K1C	0.8880374171853381
TFCP2_SSNA1	0.8880375837700382
KLF13_MED25	0.8880376138747684
TBX5_ZCCHC24	0.8880381959008914
E2F4_MPND	0.8880382103988427
MEF2D_BCAP29	0.8880383669687681
BHLHE40_NDUFS3	0.888038393305453
NR4A1_TMEM129	0.888038872142873
RFX5_BANF1	0.8880390868757748
NFIX_YBX3	0.8880398027485376
IRF1_EEF1A2	0.8880401992612785
NFE2L1_CYTH1	0.8880405328273029
HSF1_SON	0.8880409784434754
ZBED1_BNIP3	0.8880411535110134
STAT3_COPG1	0.8880413007374671
NFIB_NR4A1	0.8880416483344431
TFDP1_C5orf15	0.888042023535692
SIX5_TRAK1	0.8880420267214284
SP2_PACS1	0.8880424331668828
FOS_GRK2	0.8880424589217804
SMAD3_WIPI1	0.8880427134774271
PBX1_PPP2R2A	0.8880430479628402
ETS2_IRF3	0.8880435978481174
FOXN3_TNFAIP2	0.8880449983659695
TFDP1_ETFA	0.888045600150065
CUX1_C11orf21	0.8880456274686583
MEF2C_COQ9	0.8880457831268189
NFYC_RBM24	0.8880459607336804
CREB3L2_TLN1	0.8880461747842333
TCFL5_STUB1	0.8880463120460482
HSF2_MRPL18	0.8880473035087161
HSF2_ZNF768	0.8880475645344714
HIVEP2_EIF4A1	0.8880476376979266
GATA4_SCAMP2	0.8880479291440377
SP100_RPL3L	0.888048658865725
SRF_AP3D1	0.8880492955424435
SP2_PXN	0.8880498015325169
STAT3_SMAD7	0.8880501318350678
ATF2_PRKAR1A	0.8880502356344222
THRA_SSBP3	0.8880508766608446
HSF2_BRD2	0.8880510272200418
TEAD2_ARPC1B	0.888051081604563
ETS2_BTBD1	0.8880511375174673
ATF7_GOT1	0.8880512764599897
XBP1_CKMT2	0.8880512870990898
MXI1_VPS28	0.8880513942144134
STAT3_MRPL52	0.8880514260909904
MAX_RARG	0.8880520063960362
MEF2D_MMP14	0.8880520749610884
ATF3_JUN	0.8880527553089818
HEY1_GPD1L	0.8880532275244899
SMAD3_GPC1	0.8880543005860195
BHLHE40_MTUS1	0.8880547932935479
PBX1_PCDHGC3	0.888055914496298
HSF1_EID1	0.8880559257232155
ERF_GPRC5B	0.8880563835084379
TEF_CSK	0.8880569572099393
ZNF274_SERINC3	0.8880573398914229
NFIX_PPP1R3C	0.8880574070418563
STAT4_KLC1	0.8880574987741006
NFIX_HSP90B1	0.8880585092129353
ZNF146_TGFBI	0.8880597668268138
GATA4_NUAK1	0.8880601403565413
MEF2D_FAM49B	0.8880603450403523
KLF2_HSPD1	0.8880603853790999
NFIX_NELFB	0.8880609653957294
ATF7_VEZF1	0.8880613613835802
E2F4_EIF3L	0.8880617482357094
ZNF76_PDLIM5	0.8880623979712166
SIX5_EEF1A1	0.8880625083580884
NFE2L1_YPEL5	0.8880625666637785
FOXK2_NR1D1	0.888063674123998
NR2F2_MRPL20	0.888063812374066
ZNF274_NQO2	0.8880638845138087
FOXN3_CD99	0.8880640796187497
NFYB_RAMP1	0.8880643214437587
